,0,1,2,3,4,5,6,7,8,9,10,user,insider,role,functional_unit,department,team,degree,betweenness,closeness,clustering,pagerank
0,-0.1563115351292252,-0.0196102201942376,-0.035932565223545,-0.008450202822254,0.24694091660359,-0.0336874486500397,0.0172122944075647,-0.0222327313143754,-0.0186419548442293,0.004492565258305,0.0237022057714309,LAP0338,0,6,5,3,1,730,0.0006779662974673334,0.7878548895899053,0.6274649078302046,0.0012395224608076113
1,1.6736284141906663,0.2985425055691443,0.435793569218399,-0.4864083597631732,0.2014749653288765,0.0293310047706416,0.1098963258825827,0.1014694831787786,-0.1962336920274478,0.0044639792471209,0.0034404402074868,MOH0273,0,29,2,3,4,325,0.00015065035523013166,0.5971309025702332,0.6469705603038937,0.0006373043718091292
2,-0.0865851800645778,-0.3667179000360873,0.6029556241455896,-0.0522801241034038,0.1347965202087847,-0.0019440905302291,-0.1117030587638383,-0.188550128048935,0.037666933173421,-0.1063917904600481,0.1202361694405711,HVB0037,0,25,1,6,1,616,0.00045042513700744755,0.7228654124457308,0.6405659381269138,0.001067454953589941
3,-0.086945908803981,0.0299250699463253,0.6153914554947137,-0.1421922609486575,-0.0873760298848856,-0.1181381659724958,-0.0122988132322366,0.054661905952143,0.2115159137550229,-0.0951796716709918,0.0190827781867246,NWK0215,0,25,1,6,1,429,0.00018704172562195368,0.6367112810707457,0.6786157767466179,0.0007863221623791415
4,0.22516747209256,0.4887640731088724,0.585924637499099,-0.2811595231143698,0.1409653228742009,-0.0104729610641942,-0.1181556375139483,-0.080758375950844,0.0290728241045969,0.1159117331844692,-0.1637741060178871,LRR0148,0,14,4,3,-1,355,0.0001339245412630358,0.6080340839926963,0.670231558844593,0.0006773256388182517
5,-0.0781324129586965,0.0364506848869629,0.6958713748842505,-0.182991296412461,-0.0508818372694216,-0.218256701578912,0.0075420460494985,0.0283065666039727,0.1098222887500975,-0.1264377645969766,0.0758358169237215,AJR0319,0,1,5,2,1,423,0.00017470665387434305,0.6342857142857142,0.6860273604248597,0.0007767992751824015
6,1.800784806285305,0.4056627924311332,0.5951717714386763,-0.3848557513515103,0.1364572371171473,0.0537004927957808,0.1345824074475945,0.1923824528966449,-0.0270166429681302,0.0996220355764382,0.0214515139335549,HSB0196,0,21,6,1,-1,133,1.855444738378711e-05,0.535656836461126,0.6810207336523126,0.0003476985455323411
7,0.2785738324360101,-0.0299651543062501,0.4481995129946586,-0.2651506541641016,0.0108259237849437,0.0547785030638293,-0.0738506420561372,-0.1526810577834251,0.1204086125474467,-0.0718941943481587,-0.0375411539513685,JDC0030,0,5,1,6,-1,412,0.00018228860181520874,0.6298865069356873,0.680627406515012,0.0007622635316428773
8,-0.1664290559428904,-0.3684935405433478,-0.003662272190299,-0.1919283814329188,-0.0092799684964815,-0.1784022637833321,-0.0400913266411575,0.1565383937551571,0.0965521625366238,-0.032979614333763,0.0026106153186216,MHH0180,0,6,5,3,1,466,0.0002744903736217448,0.652088772845953,0.6499146245788915,0.0008458570293180111
9,-0.1567463862364569,-0.1536274524967763,-0.0287690389712528,0.0293039278421013,0.2406187953642398,0.0222542026997097,-0.0857296705732686,0.0007024346505951,0.0488144111889241,-0.0610914727823532,0.0522689605632247,SSJ0784,0,6,5,3,4,642,0.0005069189199831908,0.7367256637168141,0.6287586082882568,0.0011072089800983809
10,-0.0974559597433229,-0.1745976453620279,0.4191660653763595,-0.076716671545011,0.1597839885190533,0.1753037731572455,-0.0534507615710973,-0.1714674214946383,0.1726489624749219,-0.0648861117427225,-0.0425074520741647,YIC0195,0,21,6,1,-1,622,0.000440806721892304,0.7260174418604651,0.6493312829115989,0.0010752921632820587
11,-0.106141385039204,-0.1554186786664912,0.4189854329495565,-0.1707318831490562,0.0256108003550493,-0.0778735618162065,-0.3344567775486677,-0.0639234047782327,0.0883056710066845,-0.0707369444527316,-0.1193620651825393,WPR0368,0,7,1,6,3,479,0.00024025616034574964,0.6576695194206715,0.6642849031717053,0.0008609743034642893
12,-0.081301795650324,-0.1177748503172479,0.6760830605101543,-0.1991931534402583,-0.0565513251353154,-0.1667324091335333,-0.1887884097491821,0.0253840439889964,0.123534303617654,-0.2898325378958015,0.105998800193958,NAH0503,0,1,5,2,2,429,0.00018262051491797003,0.6367112810707457,0.6750757031130863,0.0007859935372434071
13,-0.1140696562914173,-0.0028600779921582,0.3897118919538931,0.0008018380657316,0.0640628558212804,-0.1641991641837856,0.14962325918129,0.1490705162546037,0.1488718832775139,-0.0540114907809794,0.0696470146805714,IAR0694,0,22,2,2,4,618,0.0004817543591265871,0.7239130434782609,0.6356259801838943,0.001072275787363779
14,-0.113938523410839,0.1742533999518372,0.2883489414619631,-0.0726983972324639,0.2180231306233362,-0.0657045194144455,-0.0060053709747677,-0.1069815159775416,-0.0132566028319791,-0.0145431526112635,-0.0050943879163083,AMW0392,0,22,2,2,2,663,0.0005686730707778303,0.748314606741573,0.6262890003782131,0.0011401611780607114
15,0.2053000479308099,0.1283226727952159,0.6571577929529505,-0.1047646019993452,0.1902220156397661,-0.1604580723399934,0.0508805323371926,-0.0229490636054378,0.0510606895971204,-0.0641617807583553,-0.0574903069904377,JCR0172,0,1,5,2,1,632,0.0005055013841866765,0.7313323572474377,0.6349124355553772,0.0010932300658736739
16,0.358675951434015,0.3284875253475187,0.3470894003076858,-0.0820174534278685,0.1464243160711462,-0.1626107621739799,0.0674578391549738,0.0079167551617394,0.0915433189042018,-0.003894681552636,0.0387568775474014,IRM0931,0,0,2,2,6,628,0.00045564462212312846,0.7291970802919708,0.6400816749459056,0.0010845333549600283
17,0.2893554880018982,0.0980869211007866,0.1658933181481249,-0.4573514688924077,0.1000992428963977,0.4069194276100362,0.1675269624049954,0.3565110342769297,-0.3740452480995841,0.3311140983684719,-0.0481727047736488,BQS0525,0,6,5,3,2,414,0.0001873749256615307,0.6306818181818182,0.6785509585804353,0.0007655527236866873
18,0.0927680623563971,-0.1821112663216053,-0.0716298472209254,-0.1140095011984999,0.1469996700367116,-0.0102194244800263,-0.1185384579080096,0.038887113901475,0.0488187532525812,0.0355140230249484,0.0532553365069058,IKP0472,0,3,3,3,2,635,0.0004948709192145842,0.7329420396184886,0.6408455252241735,0.001096662537454134
19,0.2127016928208165,-0.3727777685531402,-0.0122006139485155,-0.2897911997542225,0.0023026281928872,-0.047882703342091,-0.1046803471253137,-0.0036669646243265,0.0777944790207892,0.0064186189201011,-0.0156785499599706,NOB0181,0,6,5,3,1,439,0.00021118977529030372,0.640795381654907,0.6727098740391716,0.0008027011996469689
20,1.5214302523367638,-0.3937555193837067,0.2862591339731705,-0.31468947367616,0.1174002460903931,-0.3842490544579335,-0.0082595237329432,-0.3214045978528248,0.2052394288101542,-0.1696223181661332,0.0424776985643899,RRC0553,0,16,2,1,3,465,0.00024140847186315858,0.6516634050880626,0.6622914349276975,0.0008414684665927459
21,-0.1586492948424836,-0.0365255858428567,-0.042329609158171,-0.2760173190096779,0.0343243758570193,0.0004574422450733,0.0982232215359946,-0.0198865864272906,-0.0263797426864206,-0.1391902211896234,0.0356013059541997,CJM0521,0,6,5,3,2,488,0.00025461168212454046,0.66158940397351,0.6664674992426027,0.0008747507878702954
22,0.1251821823193425,0.1282788696022777,0.4624260799321052,0.0004033553724841,0.0895614428170927,-0.0963692510904464,0.2205722761879694,0.230727148324448,0.2801010574010928,0.0574274030442347,-0.0571765928372323,HAD0246,0,26,2,3,1,655,0.0005265611404477832,0.7438570364854803,0.6382333029857367,0.0011264736897575473
23,1.740041029555892,0.2661631117683931,0.991348731898558,-0.4432783764584144,0.1572297073633746,-0.1251057893099427,-0.0839270072815478,0.1184995709824464,0.0123457272624806,0.0249271403531504,-0.0058170986700712,HPH0075,0,34,2,3,1,411,0.00016860383940800342,0.6294896030245747,0.6774553438965046,0.0007595083687458801
24,-0.1509643721465867,0.1247204257639032,0.0218652781112839,-0.2084865632497219,-0.0251212074268574,0.051116888483374,0.3183024423280407,0.0373304034177356,0.0628174967979107,-0.0718907697452463,0.1138707378482107,DAR0885,0,6,5,3,5,275,8.26503418392336e-05,0.579802669762043,0.658606502986065,0.0005590565939913642
25,-0.1548170240860812,0.2131640418581639,-0.0462010086989632,-0.1308953600935591,0.1588986063118423,-0.0556136495616513,0.0008390332944806,-0.0039595379323867,-0.007593829115026,-0.0258031309026296,-0.0162376912438351,ALB0892,0,6,5,3,5,645,0.000515068973726485,0.738359201773836,0.6386104290047667,0.0011118127328845998
26,0.2023467096188043,-0.1909595651863785,-0.0379953463244126,-0.3170082226606542,-0.0148813017067925,0.1325631421479507,-0.0352619374795685,0.0736033122144573,0.0239177654073366,-0.0676294859889213,0.1049677508023419,JHP0583,0,3,3,3,3,422,0.00017613943859555334,0.6338832487309645,0.683714018754714,0.0007754612660722205
27,0.2051362308299116,0.0182508975506836,0.709479416338713,-0.0991891299191774,0.1930045566369087,-0.0768987187096366,0.0041326128474842,-0.0399111208030967,0.1360354868745837,-0.0579323191447356,-0.0641118712894955,ATE0869,0,1,5,2,5,617,0.00048222230632815537,0.723388848660391,0.6294702056452461,0.0010708476128325072
28,-0.1191261600781034,-0.3668453851479903,0.3023626708041361,0.0331104386542768,0.2704432542878993,-0.0023892316477852,-0.0594038183987826,-0.1018630990592128,0.0220671959245516,-0.0757334118867635,0.0241854930816249,AHC0142,0,31,3,4,-1,734,0.000698286677263592,0.7903481012658228,0.6242309794023293,0.0012461860194317089
29,-0.1576923790271019,0.1791223009295107,-0.0758908363699181,-0.0929637086866617,0.1281424878519131,0.0837672103655709,0.0429638374277802,-0.0445092205939287,0.0581104881706277,0.0250316816064076,0.0782699445956591,JKJ0698,0,3,3,3,4,630,0.0004872116970237837,0.7302631578947368,0.6365710248063189,0.001089222307810708
30,0.1473754566721472,0.1459421330988036,0.309489082013447,-0.1074439151760218,0.1906353940586276,-0.0152543056975312,-0.1037264765963686,-0.0520055809804451,0.0264446639668921,-0.091504814688848,0.0315808563337903,NGF0157,0,28,4,3,-1,651,0.0005046846113062322,0.7416481069042317,0.6382748434361337,0.0011196007084589288
31,0.3085385482550941,0.0429720562474808,-0.0112295015953151,-0.1590392454900423,0.1680079963658295,-0.0259037330477764,-0.1324463560812822,0.0905563016401055,-0.0009312450838692,-0.0199155433634194,0.0044879223184191,BDI0533,0,6,5,3,2,615,0.0004976484468887683,0.7223427331887202,0.6315563676809407,0.0010690197951363604
32,0.2256751475067859,-0.1643460642361736,0.3905065799594872,-0.2214451625321882,-0.0476034467269889,0.0925684268344281,0.2364640259299528,-0.0870229096560941,0.2030379682479779,0.1806715473775938,-0.0879409881724143,FKK0055,0,15,2,1,-1,426,0.00019490416002581725,0.6354961832061069,0.6697707815520575,0.0007829115776834556
33,1.3968356426548576,0.1290823806837222,0.3995286920015203,-0.0802777465421958,0.1951613097221966,-0.4164037547923324,0.2548369221879557,-0.059915440438194,0.3832007324522961,-0.0548473979061834,-0.0171993974575135,ESJ0670,0,15,2,1,4,656,0.000525280459754289,0.7444113263785395,0.6334807298454664,0.0011279105481394936
34,0.1662683158595875,0.1452828950658131,0.3764064016576294,-0.1352627569076782,0.2449806387597497,0.050284317543301,0.0797895120387646,-0.0424628369362955,-0.1099828767292646,-0.0111981527158313,-0.0014247628193504,BRB0355,0,35,5,3,2,646,0.000526514470277519,0.738905325443787,0.6378236974104207,0.001113860937524354
35,-0.1535896893790425,-0.1753028381987667,-0.0268620373742155,0.0222066473268212,0.2495728357538951,0.11115071226935,0.0201708444217598,-0.0448644949570195,0.0721126038437207,-0.0242483151963867,0.0230075514214289,HLH0512,0,6,5,3,2,716,0.0006511816497301904,0.7792511700468019,0.627003164433332,0.0012185614722380876
36,-0.1503350356242912,0.1262086383213076,0.0143962414416282,-0.2823402389076507,0.0178301341162012,-0.0519233213699458,0.0134061218767477,-0.0545850553941628,0.0333072872314722,0.0821535257501355,-0.0692859016319681,CTR0341,0,6,5,3,1,423,0.00018326339446683726,0.6342857142857142,0.68075022688313,0.0007776396282675149
37,0.0854837099682589,0.3111554712523608,0.0405832953193866,0.0449734599710373,0.2304277215860182,-0.0597144522992577,-0.0206042810193725,0.1663077537562745,0.1110487652880845,0.0220753185398454,0.0516848204002181,FOB0756,0,6,5,3,4,737,0.000735888088208382,0.7922283901665345,0.6119624210961006,0.0012523557602489473
38,0.3416572620443873,-0.3809970445847291,0.5467919322091759,-0.3656172983580627,0.0158358979256276,0.3290606356923337,-0.0008744212324891,0.5566771383467932,-0.2943503814448665,0.130744694167479,0.056488720694756,IIW0249,0,26,2,3,1,427,0.00018434247317755542,0.6359007001909611,0.6750338094138603,0.000783331304868946
39,1.5784359101126717,0.0746048036795676,0.5740432467756502,-0.0385175920074265,0.3410006771428037,-0.3733414893981419,0.2222642356656661,-0.279078716901305,0.2785050033294327,-0.1792445263913502,-0.0236668426909728,BRS0734,0,1,5,2,4,813,0.0009615365093668888,0.8430379746835444,0.6060840165051897,0.001368716242733169
40,0.1131571504155156,-0.3683947584116027,0.3510411042713222,-0.0470208287125381,0.1309768187703885,0.1403926783850689,-0.1324082628283867,-0.114246679573709,0.1387283598718005,0.0277610929551598,-0.0243923974096456,RAW0915,0,15,2,1,6,460,0.00026905034060157527,0.6495448634590377,0.6399071705977076,0.0008367812278193742
41,0.2030423516297426,0.0351706324520131,0.7318464269644399,0.0440317026470707,0.039587714041257,0.3660493926279979,-0.2371002797924693,0.0299542286316764,0.3563426651546775,-0.1500347411662472,0.0358423122520202,ABC0174,1,1,5,2,1,601,0.0004024367302393519,0.7151037938439513,0.6552301719356628,0.0010434117583453003
42,-0.1772576426657032,-0.365476472493873,-0.102412304174212,-0.2712367534761199,-0.0093261344215344,-0.1783966623165821,-0.2120664484984392,0.0649342374392417,0.0247956041860351,-0.0041032712199961,0.0034051858462491,JKF0465,0,3,3,3,2,408,0.00017423363515948275,0.6283018867924528,0.6654140771787831,0.0007556578293454537
