,0,1,2,3,4,5,6,7,8,9,10,user,insider,role,functional_unit,department,team
0,-0.16220660827886157,-0.01943219158705803,-0.21823971046368418,0.08174753736088868,0.2064984417008989,-0.04587409852892038,-0.08423198209375206,-0.060587845518372326,0.028058484793455556,0.002462037635759582,-0.05267786605758274,LAP0338,0,6,5,3,1
1,1.670730930883147,0.30070631666770414,0.015176098970767831,0.6639174793741499,-0.027844832611574593,-0.11419250721634774,-0.09371115527806287,-0.07098673673663623,0.2773030177531889,0.016918810645412827,0.49519460500085893,MOH0273,0,29,2,3,4
2,-0.083677529859446,-0.3649236857167182,0.31509326556335854,0.4872324706832416,0.16721137977282194,-0.209944083044199,-0.07370545472447335,-0.15688400890963106,-0.1327342801072412,-0.1160178261371246,-0.30630066068950906,HVB0037,0,25,1,6,1
3,-0.0829853499011035,0.031605782701244076,0.3575443189273419,0.49185852677161646,-0.054758561445610254,-0.21474404002925482,-0.1871978045689761,0.15494020643913115,-0.16025847591868922,-0.08222445004618179,-0.3032090131185639,NWK0215,0,25,1,6,1
4,0.2306128053989494,0.48959215145592566,0.3402742620284805,0.5877959368948208,0.04365341027658527,-0.033203812963569036,0.03823055162064415,-0.09524905744534522,-0.09319886892337444,0.16956404722904833,-0.21225951996372824,LRR0148,0,14,4,3,-1
5,-0.06980746776701334,0.03668922318257213,0.5044467681945739,0.5499951986531256,-0.04782105916900807,0.061233893368371206,-0.17825875534171148,0.10497941249932774,-0.09689585792329553,-0.15100130737579934,-0.34613716696780467,AJR0319,0,1,5,2,1
6,1.803390654535331,0.40628348663578306,0.25887219792096305,0.6731411598963815,-0.0017220889878049412,0.08904476925121055,0.022918659390442082,0.16522511007986745,0.1655611613865134,0.07036716301653184,0.46969036770397904,HSB0196,0,21,6,1,-1
7,0.27888263562051513,-0.02804526238443959,0.16653670191069547,0.4839222446163907,-0.06399018963566322,-0.20821225736528826,-0.01583975736241637,-0.09577270556084194,-0.18462900112257113,-0.034573752174964875,-0.08503364612729646,JDC0030,0,5,1,6,-1
8,-0.1686397058279136,-0.3704745609185125,-0.13503501511928165,0.14627608971947303,-0.09744545953047382,0.11313001795419325,-0.08835176894942452,0.14248401965346238,-0.00953512002224165,-0.04746456640206329,-0.08303419365288019,MHH0180,0,6,5,3,1
9,-0.15993998501659323,-0.15501855291111225,-0.15033191176133118,0.054545573834979315,0.22300774743842017,0.05483940110308696,0.07388365762481731,-0.013255186844021332,-0.04212056733371656,-0.08285036288542864,-0.03780771565328751,SSJ0784,0,6,5,3,4
10,-0.09452030238461319,-0.17372159919943198,0.2676179851152803,0.3579247831371961,0.15490385011786695,-0.007298929572147275,0.18426409228162688,-0.03771698227074509,-0.2514304932662097,-0.049643633707947304,-0.17947553675896802,YIC0195,0,21,6,1,-1
11,-0.10048929005699343,-0.15707073838167893,0.2444595562283549,0.403241690584371,-0.014122320074222953,-0.034750951650085175,0.07791837868995491,-0.10514839969719138,-0.1714502098899826,-0.03147384427155452,-0.24423341637376783,WPR0368,0,7,1,6,3
12,-0.07213913063829937,-0.1183184050573556,0.4811741889048842,0.5540744347066168,-0.06464547052418299,-0.030221021508711934,-0.06656522652377561,0.0367585690015942,-0.1371366216865431,-0.3079971513507131,-0.3526126764423191,NAH0503,0,1,5,2,2
13,-0.11248702550681071,-0.0025139696442044493,0.21508214234803377,0.2866332213615376,0.118747527175956,0.035676465699269515,-0.20479940190952153,0.25209269234376486,-0.03403481282599963,-0.08494803772263218,-0.19346588270698056,IAR0694,0,22,2,2,4
14,-0.11309752618030915,0.17446749713843213,0.11792042462173068,0.2941603055854241,0.18117103673949078,0.05642601146243294,-0.053556210684993534,-0.10374313861873811,-0.04507301582922246,-0.011917936618413867,-0.18326995683166214,AMW0392,0,22,2,2,2
15,0.21231390325153646,0.12953903277853165,0.4634727806669889,0.521893387108121,0.18445957398416746,0.026044237647450886,-0.1585472717790595,0.011245056362510206,-0.06499690366471818,-0.04044430777848079,-0.24257098771455413,JCR0172,0,1,5,2,1
